Squad,Time,Comp,Round,Day,Venue,Result,GF,GA,penfor,penagainst,Opponent,xG,xGA,Poss,Attendance,Captain,Formation,Referee,Shooting_Standard_Gls,Shooting_Standard_Sh,Shooting_Standard_Sot,Shooting_Standard_Sot_Pct,Shooting_Standard_G_perSh,Shooting_Standard_G_perSot,Shooting_Standard_Dist,Shooting_Standard_Fk,Shooting_Standard_Pk,Shooting_Standard_Pkatt,Shooting_Expected_Npxg,Shooting_Expected_Npxg_perSh,Shooting_Expected_G_Xg,Shooting_Expected_Np_G_Xg,Keeper_Performance_Sota,Keeper_Performance_Ga,Keeper_Performance_Saves,Keeper_Performance_Save_Pct,Keeper_Performance_Cs,Keeper_Performance_Psxg,Keeper_Performance_Psxg_Plus_per,Keeper_Pkatt,Keeper_Pka,Keeper_Pksv,Keeper_Pkm,Keeper_Launched_Cmp,Keeper_Launched_Att,Keeper_Launched_Cmp_Pct,Keeper_Passes_Att,Keeper_Passes_Thr,Keeper_Passes_Launch_Pct,Keeper_Passes_Avglen,Keeper_Att,Keeper_Launch_Pct,Keeper_Avglen,Keeper_Crosses_Opp,Keeper_Crosses_Stp,Keeper_Crosses_Stp_Pct,Keeper_Sweeper_No_Opa,Keeper_Sweeper_Avgdist,Passing_Total_Cmp,Passing_Total_Att,Passing_Total_Cmp_Pct,Passing_Total_Totdist,Passing_Total_Prgdist,Passing_Short_Cmp,Passing_Short_Att,Passing_Short_Cmp_Pct,Passing_Medium_Cmp,Passing_Medium_Att,Passing_Medium_Cmp_Pct,Passing_Long_Cmp,Passing_Long_Att,Passing_Long_Cmp_Pct,Passing_Ast,Passing_Xag,Passing_Xa,Passing_Kp,Passing_One_Third,Passing_Ppa,Passing_Crspa,Passing_Prgp,Passing_Types_Live,Passing_Types_Dead,Passing_Types_Fk,Passing_Types_Tb,Passing_Types_Sw,Passing_Types_Crs,Passing_Types_Ti,Passing_Types_Ck,Passing_Types_In,Passing_Types_Out,Passing_Types_Str,Passing_Types_Outcomes_Off,Passing_Types_Outcomes_Blocks,Gca_Sca,Gca_Passlive,Gca_Passdead,Gca_To,Gca_Sh,Gca_Fld,Gca_Def,Gca_Gca,Defense_Tackles_Tkl,Defense_Tackles_Tklw,Defense_Tackles_Def_3Rd,Defense_Tackles_Mid_3Rd,Defense_Tackles_Att_3Rd,Defense_Challenges_Tkl,Defense_Challenges_Att,Defense_Challenges_Tkl_Pct,Defense_Challenges_Lost,Defense_Blocks,Defense_Blocks_Sh,Defense_Blocks_Pass,Defense_Int,Defense_Tkl_Plus_Int,Defense_Clr,Defense_Err,Possession_Touches,Possession_Touches_Def_Pen,Possession_Touches_Def_3Rd,Possession_Touches_Mid_3Rd,Possession_Touches_Att_3Rd,Possession_Touches_Att_Pen,Possession_Touches_Live,Possession_Take_Ons_Att,Possession_Take_Ons_Succ,Possession_Take_Ons_Succ_Pct,Possession_Take_Ons_Tkld,Possession_Take_Ons_Tkld_Pct,Possession_Carries,Possession_Carries_Totdist,Possession_Carries_Prgdist,Possession_Carries_Prgc,Possession_Carries_One_Third,Possession_Carries_Cpa,Possession_Carries_Mis,Possession_Carries_Dis,Possession_Receiving_Rec,Possession_Receiving_Prgr,Misc_Performance_Crdy,Misc_Performance_Crdr,Misc_Performance_2Crdy,Misc_Performance_Fls,Misc_Performance_Fld,Misc_Performance_Off,Misc_Performance_Pkwon,Misc_Performance_Pkcon,Misc_Performance_Og,Misc_Performance_Recov,Misc_Won,Misc_Lost,Misc_Won_Pct,Date
Fiorentina,18:45,Conf Lg,Group stage,Thu,Home,W,2.0,1.0,0,0,tr Başakşehir,2.6,0.7,48.0,14345.0,Nikola Milenković,4-3-3,Allard Lindhout,2.0,14.0,6.0,42.9,0.14,0.33,13.2,0.0,0.0,0.0,2.6,0.2,-0.6,-0.6,1.0,1.0,0.0,0.0,0.0,0.1,-0.9,0.0,0.0,0.0,0.0,10.0,16.0,62.5,25.0,0.0,52.0,38.8,3.0,100.0,59.0,1.0,0.0,0.0,3.0,21.3,386.0,472.0,81.8,7575.0,2710.0,147.0,165.0,89.1,170.0,191.0,89.0,60.0,95.0,63.2,2.0,2.2,2.2,12.0,36.0,12.0,7.0,48.0,425.0,46.0,10.0,0.0,3.0,23.0,25.0,6.0,1.0,5.0,0.0,1.0,8.0,26.0,20.0,0.0,1.0,4.0,0.0,1.0,3.0,16.0,13.0,2.0,12.0,2.0,8.0,13.0,61.5,5.0,5.0,2.0,3.0,6.0,22,3.0,1.0,553.0,32.0,101.0,290.0,168.0,29.0,553.0,18.0,6.0,33.3,11.0,61.1,411.0,2259.0,917.0,13.0,18.0,5.0,7.0,7.0,382.0,48.0,2.0,0.0,0.0,17.0,6.0,1.0,0.0,0.0,0.0,54.0,11.0,12.0,47.8,2022-10-27
Fiorentina,15:00,Serie A,Matchweek 12,Sun,Away,W,2.0,1.0,0,0,Spezia,2.1,1.2,50.0,10500.0,Cristiano Biraghi,4-3-3,Davide Massa,2.0,27.0,5.0,18.5,0.07,0.4,19.4,0.0,0.0,0.0,2.1,0.08,-0.1,-0.1,6.0,1.0,5.0,83.3,0.0,1.2,0.2,0.0,0.0,0.0,0.0,6.0,17.0,35.3,24.0,3.0,58.3,42.9,5.0,60.0,44.8,15.0,1.0,6.7,3.0,16.2,254.0,365.0,69.6,5042.0,2179.0,100.0,131.0,76.3,100.0,120.0,83.3,40.0,79.0,50.6,1.0,1.7,1.1,21.0,18.0,6.0,1.0,30.0,311.0,53.0,21.0,1.0,2.0,14.0,20.0,5.0,4.0,1.0,0.0,1.0,4.0,49.0,31.0,4.0,4.0,6.0,3.0,1.0,3.0,18.0,7.0,5.0,11.0,2.0,7.0,13.0,53.8,6.0,7.0,0.0,7.0,12.0,30,19.0,0.0,499.0,49.0,167.0,204.0,134.0,35.0,499.0,17.0,8.0,47.1,6.0,35.3,189.0,1227.0,614.0,16.0,14.0,6.0,19.0,3.0,251.0,30.0,3.0,0.0,0.0,14.0,19.0,1.0,0.0,0.0,0.0,47.0,31.0,22.0,58.5,2022-10-30
Fiorentina,17:30,Conf Lg,Group stage,Thu,Away,W,3.0,0.0,0,0,lv FK Rīgas FS,1.9,0.6,68.0,6747.0,Lorenzo Venuti,4-3-3,Mads-Kristoffer Kristoffersen,3.0,18.0,5.0,27.8,0.17,0.6,15.3,0.0,0.0,0.0,1.9,0.11,1.1,1.1,4.0,0.0,4.0,100.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,9.0,33.3,33.0,4.0,24.2,31.9,4.0,25.0,30.8,8.0,0.0,0.0,1.0,15.0,576.0,688.0,83.7,11098.0,3285.0,229.0,253.0,90.5,254.0,288.0,88.2,84.0,118.0,71.2,3.0,1.2,2.4,14.0,66.0,14.0,7.0,64.0,635.0,51.0,15.0,0.0,6.0,35.0,24.0,7.0,0.0,7.0,0.0,2.0,10.0,33.0,27.0,3.0,3.0,0.0,0.0,0.0,6.0,14.0,6.0,2.0,10.0,2.0,2.0,4.0,50.0,2.0,4.0,0.0,4.0,11.0,25,14.0,0.0,798.0,51.0,154.0,398.0,254.0,35.0,798.0,26.0,11.0,42.3,12.0,46.2,617.0,3461.0,1491.0,24.0,21.0,6.0,16.0,11.0,569.0,63.0,3.0,0.0,0.0,12.0,10.0,2.0,0.0,0.0,0.0,63.0,14.0,15.0,48.3,2022-11-03
Fiorentina,15:00,Serie A,Matchweek 13,Sun,Away,W,2.0,0.0,0,0,Sampdoria,0.9,0.8,51.0,19226.0,Cristiano Biraghi,4-3-3,Livio Marinelli,2.0,5.0,3.0,60.0,0.4,0.67,7.9,0.0,0.0,0.0,0.9,0.18,1.1,1.1,2.0,0.0,2.0,100.0,1.0,0.2,0.2,0.0,0.0,0.0,0.0,3.0,15.0,20.0,32.0,6.0,40.6,40.9,12.0,16.7,39.4,16.0,1.0,6.3,1.0,19.0,378.0,491.0,77.0,7283.0,2429.0,158.0,178.0,88.8,151.0,182.0,83.0,62.0,105.0,59.0,2.0,0.9,1.6,5.0,19.0,8.0,2.0,35.0,439.0,50.0,12.0,2.0,8.0,13.0,21.0,4.0,1.0,1.0,0.0,2.0,10.0,10.0,8.0,1.0,1.0,0.0,0.0,0.0,4.0,18.0,13.0,9.0,9.0,0.0,8.0,12.0,66.7,4.0,21.0,6.0,15.0,9.0,27,19.0,0.0,595.0,64.0,240.0,231.0,133.0,21.0,595.0,17.0,11.0,64.7,4.0,23.5,336.0,1595.0,705.0,15.0,11.0,3.0,8.0,8.0,376.0,35.0,0.0,0.0,0.0,18.0,10.0,2.0,0.0,0.0,0.0,45.0,11.0,21.0,34.4,2022-11-06
Fiorentina,20:45,Serie A,Matchweek 14,Wed,Home,W,2.0,1.0,0,0,Salernitana,2.8,0.5,58.0,27329.0,Cristiano Biraghi,4-2-3-1,Federico La Penna,2.0,18.0,7.0,38.9,0.11,0.29,18.0,0.0,0.0,0.0,2.8,0.16,-0.8,-0.8,1.0,1.0,0.0,0.0,0.0,0.5,-0.5,0.0,0.0,0.0,0.0,5.0,7.0,71.4,15.0,2.0,40.0,34.7,3.0,33.3,37.7,10.0,0.0,0.0,1.0,27.0,510.0,606.0,84.2,8853.0,2913.0,224.0,249.0,90.0,208.0,238.0,87.4,54.0,79.0,68.4,2.0,2.1,1.5,14.0,38.0,12.0,0.0,60.0,555.0,47.0,14.0,2.0,3.0,13.0,24.0,4.0,1.0,2.0,0.0,4.0,3.0,35.0,31.0,2.0,1.0,0.0,1.0,0.0,4.0,15.0,8.0,1.0,8.0,6.0,5.0,10.0,50.0,5.0,13.0,2.0,11.0,5.0,20,8.0,0.0,705.0,27.0,124.0,335.0,249.0,37.0,705.0,14.0,3.0,21.4,9.0,64.3,488.0,2295.0,1358.0,31.0,23.0,9.0,16.0,8.0,506.0,60.0,0.0,0.0,0.0,10.0,11.0,4.0,0.0,0.0,0.0,61.0,17.0,11.0,60.7,2022-11-09
Fiorentina,18:00,Serie A,Matchweek 15,Sun,Away,L,1.0,2.0,0,0,Milan,0.5,1.5,50.0,73007.0,Cristiano Biraghi,4-2-3-1,Simone Sozza,1.0,11.0,4.0,36.4,0.09,0.25,18.3,0.0,0.0,0.0,0.5,0.05,0.5,0.5,2.0,2.0,1.0,0.0,0.0,1.3,0.3,0.0,0.0,0.0,0.0,6.0,14.0,42.9,31.0,7.0,29.0,29.9,5.0,100.0,63.2,17.0,1.0,5.9,1.0,8.4,342.0,451.0,75.8,6535.0,2569.0,148.0,174.0,85.1,137.0,165.0,83.0,52.0,89.0,58.4,1.0,0.5,0.7,11.0,33.0,10.0,4.0,48.0,406.0,43.0,16.0,0.0,5.0,22.0,12.0,7.0,7.0,0.0,0.0,2.0,7.0,21.0,19.0,0.0,1.0,1.0,0.0,0.0,2.0,21.0,13.0,11.0,7.0,3.0,9.0,18.0,50.0,9.0,11.0,6.0,5.0,6.0,27,25.0,1.0,560.0,66.0,166.0,249.0,153.0,22.0,560.0,11.0,7.0,63.6,2.0,18.2,304.0,1654.0,771.0,16.0,13.0,4.0,18.0,15.0,337.0,46.0,4.0,0.0,0.0,11.0,12.0,2.0,0.0,0.0,1.0,56.0,16.0,15.0,51.6,2022-11-13
Fiorentina,18:30,Serie A,Matchweek 16,Wed,Home,D,1.0,1.0,0,0,Monza,1.6,1.7,52.0,31190.0,Cristiano Biraghi,4-2-3-1,Ermanno Feliciani,1.0,22.0,6.0,27.3,0.05,0.17,17.3,2.0,0.0,0.0,1.6,0.07,-0.6,-0.6,3.0,1.0,2.0,66.7,0.0,0.8,-0.2,0.0,0.0,0.0,0.0,7.0,16.0,43.8,22.0,2.0,50.0,36.6,8.0,62.5,47.9,7.0,0.0,0.0,2.0,26.0,372.0,467.0,79.7,6685.0,2624.0,178.0,198.0,89.9,139.0,163.0,85.3,47.0,83.0,56.6,1.0,1.6,1.4,19.0,44.0,20.0,2.0,55.0,413.0,53.0,15.0,0.0,3.0,28.0,19.0,9.0,4.0,2.0,0.0,1.0,8.0,43.0,30.0,4.0,3.0,2.0,3.0,1.0,2.0,15.0,7.0,4.0,8.0,3.0,5.0,11.0,45.5,6.0,13.0,2.0,11.0,10.0,25,6.0,0.0,564.0,37.0,118.0,239.0,212.0,43.0,564.0,11.0,6.0,54.5,4.0,36.4,267.0,1863.0,1079.0,34.0,16.0,9.0,18.0,11.0,371.0,55.0,1.0,0.0,0.0,11.0,12.0,1.0,0.0,0.0,0.0,55.0,10.0,8.0,55.6,2023-01-04
Fiorentina,15:00,Serie A,Matchweek 17,Sat,Home,W,2.0,1.0,0,0,Sassuolo,2.2,1.6,53.0,29695.0,Cristiano Biraghi,4-2-3-1,Gianluca Manganiello,2.0,14.0,3.0,21.4,0.07,0.33,14.9,1.0,1.0,1.0,1.8,0.13,-0.2,-0.8,4.0,1.0,3.0,100.0,0.0,1.4,0.4,1.0,1.0,0.0,0.0,11.0,19.0,57.9,33.0,3.0,33.3,28.4,10.0,80.0,52.3,3.0,0.0,0.0,1.0,25.0,343.0,456.0,75.2,6423.0,2520.0,146.0,178.0,82.0,133.0,157.0,84.7,51.0,91.0,56.0,0.0,1.5,1.3,8.0,24.0,12.0,4.0,35.0,406.0,49.0,8.0,1.0,2.0,18.0,23.0,6.0,2.0,2.0,0.0,1.0,8.0,27.0,18.0,4.0,1.0,3.0,1.0,0.0,3.0,13.0,10.0,4.0,8.0,1.0,7.0,11.0,63.6,4.0,11.0,5.0,6.0,5.0,18,6.0,0.0,538.0,52.0,153.0,239.0,152.0,25.0,537.0,17.0,8.0,47.1,7.0,41.2,329.0,1791.0,918.0,21.0,12.0,5.0,9.0,16.0,336.0,34.0,4.0,0.0,0.0,14.0,8.0,1.0,0.0,1.0,0.0,58.0,17.0,9.0,65.4,2023-01-07
Fiorentina,18:00,Coppa Italia,Round of 16,Thu,Home,W,1.0,0.0,0,0,Sampdoria,0.0,0.0,57.0,10496.0,Lucas Martínez Quarta,4-2-3-1,Daniele Paterna,1.0,13.0,3.0,23.1,0.08,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,16.0,18.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-01-12
Fiorentina,20:45,Serie A,Matchweek 18,Sun,Away,L,0.0,2.0,0,0,Roma,0.4,0.9,48.0,61327.0,Cristiano Biraghi,4-2-3-1,Antonio Giua,0.0,7.0,2.0,28.6,0.0,0.0,16.8,0.0,0.0,0.0,0.4,0.06,-0.4,-0.4,4.0,2.0,2.0,50.0,0.0,1.1,-0.9,0.0,0.0,0.0,0.0,2.0,12.0,16.7,31.0,3.0,25.8,32.7,7.0,57.1,39.0,11.0,0.0,0.0,1.0,23.0,380.0,458.0,83.0,7228.0,2022.0,149.0,164.0,90.9,178.0,198.0,89.9,51.0,85.0,60.0,0.0,0.3,0.4,6.0,25.0,1.0,0.0,31.0,403.0,54.0,18.0,0.0,3.0,15.0,17.0,9.0,4.0,4.0,0.0,1.0,7.0,11.0,6.0,4.0,0.0,1.0,0.0,0.0,0.0,10.0,6.0,5.0,5.0,0.0,4.0,4.0,100.0,0.0,6.0,1.0,5.0,1.0,11,10.0,2.0,534.0,50.0,148.0,304.0,87.0,8.0,534.0,16.0,3.0,18.8,10.0,62.5,374.0,2001.0,858.0,8.0,9.0,2.0,13.0,8.0,378.0,31.0,4.0,1.0,1.0,12.0,15.0,1.0,0.0,0.0,0.0,40.0,4.0,10.0,28.6,2023-01-15
Fiorentina,20:45,Serie A,Matchweek 19,Sat,Home,L,0.0,1.0,0,0,Torino,1.2,0.6,62.0,29281.0,Cristiano Biraghi,4-2-3-1,Federico Dionisi,0.0,19.0,5.0,26.3,0.0,0.0,15.6,0.0,0.0,0.0,1.2,0.06,-1.2,-1.2,3.0,1.0,2.0,66.7,0.0,0.5,-0.5,0.0,0.0,0.0,0.0,9.0,15.0,60.0,46.0,8.0,32.6,31.6,2.0,0.0,28.0,7.0,1.0,14.3,0.0,12.3,509.0,615.0,82.8,9127.0,3368.0,229.0,254.0,90.2,209.0,244.0,85.7,58.0,93.0,62.4,0.0,0.9,1.0,15.0,42.0,15.0,8.0,44.0,554.0,59.0,28.0,1.0,4.0,29.0,22.0,5.0,1.0,3.0,0.0,2.0,3.0,36.0,28.0,4.0,1.0,2.0,1.0,0.0,0.0,13.0,6.0,8.0,4.0,1.0,8.0,11.0,72.7,3.0,7.0,3.0,4.0,6.0,19,6.0,0.0,710.0,62.0,211.0,319.0,185.0,30.0,710.0,9.0,4.0,44.4,3.0,33.3,484.0,2547.0,1208.0,24.0,15.0,3.0,17.0,13.0,503.0,43.0,2.0,0.0,0.0,9.0,22.0,2.0,0.0,0.0,0.0,53.0,18.0,14.0,56.3,2023-01-21
Fiorentina,18:00,Serie A,Matchweek 20,Sun,Away,D,1.0,1.0,0,0,Lazio,1.3,0.9,55.0,43000.0,Cristiano Biraghi,4-3-3,Andrea Colombo,1.0,17.0,6.0,35.3,0.06,0.17,19.0,0.0,0.0,0.0,1.3,0.08,-0.3,-0.3,1.0,1.0,0.0,0.0,0.0,0.4,-0.6,0.0,0.0,0.0,0.0,6.0,15.0,40.0,45.0,3.0,22.2,28.6,9.0,55.6,48.7,10.0,2.0,20.0,4.0,20.3,519.0,630.0,82.4,9622.0,2698.0,188.0,208.0,90.4,275.0,307.0,89.6,49.0,88.0,55.7,0.0,1.1,0.5,12.0,31.0,4.0,1.0,35.0,581.0,47.0,13.0,1.0,3.0,13.0,19.0,4.0,1.0,2.0,0.0,2.0,11.0,25.0,17.0,3.0,2.0,3.0,0.0,0.0,2.0,11.0,8.0,5.0,4.0,2.0,8.0,12.0,66.7,4.0,5.0,2.0,3.0,11.0,22,13.0,1.0,725.0,73.0,254.0,349.0,133.0,18.0,725.0,21.0,11.0,52.4,9.0,42.9,450.0,2534.0,1131.0,16.0,13.0,2.0,6.0,11.0,518.0,35.0,3.0,0.0,0.0,17.0,11.0,2.0,0.0,0.0,0.0,64.0,13.0,12.0,52.0,2023-01-29
Fiorentina,18:00,Coppa Italia,Quarter-finals,Wed,Home,W,2.0,1.0,0,0,Torino,0.0,0.0,58.0,18600.0,Giacomo Bonaventura,4-3-3,Daniele Doveri,2.0,22.0,7.0,31.8,0.09,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,6.0,85.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,11.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-02-01
Fiorentina,18:00,Serie A,Matchweek 21,Sun,Home,L,1.0,2.0,0,0,Bologna,1.3,1.8,62.0,30546.0,Cristiano Biraghi,4-3-3,Luca Pairetto,1.0,17.0,6.0,35.3,0.06,0.17,17.5,0.0,0.0,0.0,1.3,0.08,-0.3,-0.3,6.0,2.0,4.0,83.3,0.0,1.4,-0.6,1.0,1.0,0.0,0.0,4.0,12.0,33.3,29.0,2.0,37.9,33.9,6.0,16.7,21.7,4.0,0.0,0.0,0.0,0.0,440.0,568.0,77.5,7798.0,2763.0,184.0,224.0,82.1,204.0,230.0,88.7,41.0,78.0,52.6,1.0,1.1,0.7,13.0,34.0,13.0,2.0,51.0,498.0,67.0,26.0,0.0,4.0,25.0,27.0,5.0,3.0,2.0,0.0,3.0,10.0,26.0,16.0,2.0,3.0,4.0,1.0,0.0,1.0,12.0,9.0,4.0,7.0,1.0,6.0,14.0,42.9,8.0,15.0,3.0,12.0,9.0,21,6.0,0.0,692.0,56.0,176.0,327.0,197.0,37.0,692.0,25.0,15.0,60.0,7.0,28.0,385.0,2227.0,986.0,16.0,13.0,2.0,23.0,12.0,439.0,50.0,2.0,0.0,0.0,10.0,25.0,3.0,0.0,1.0,0.0,64.0,15.0,13.0,53.6,2023-02-05
Fiorentina,18:00,Serie A,Matchweek 22,Sun,Away,L,0.0,1.0,0,0,Juventus,0.7,1.0,55.0,34844.0,Cristiano Biraghi,4-3-3,Michael Fabbri,0.0,11.0,2.0,18.2,0.0,0.0,18.6,0.0,0.0,0.0,0.7,0.06,-0.7,-0.7,3.0,1.0,2.0,66.7,0.0,0.8,-0.2,0.0,0.0,0.0,0.0,4.0,10.0,40.0,31.0,2.0,22.6,32.1,9.0,33.3,34.8,11.0,0.0,0.0,4.0,20.4,406.0,512.0,79.3,7506.0,2650.0,178.0,198.0,89.9,165.0,192.0,85.9,51.0,92.0,55.4,0.0,0.4,0.5,6.0,40.0,7.0,4.0,34.0,462.0,48.0,16.0,1.0,4.0,29.0,15.0,6.0,3.0,1.0,0.0,2.0,10.0,21.0,18.0,2.0,0.0,0.0,0.0,1.0,0.0,14.0,8.0,6.0,6.0,2.0,6.0,14.0,42.9,8.0,8.0,2.0,6.0,9.0,23,10.0,0.0,607.0,53.0,161.0,276.0,184.0,15.0,607.0,15.0,8.0,53.3,3.0,20.0,322.0,2175.0,1239.0,29.0,19.0,3.0,29.0,7.0,399.0,34.0,2.0,0.0,0.0,17.0,10.0,2.0,0.0,0.0,0.0,70.0,11.0,15.0,42.3,2023-02-12
Fiorentina,17:45,Conf Lg,Knockout round play-offs,Thu,Away,W,4.0,0.0,0,0,pt Braga,1.5,0.3,60.0,13041.0,Cristiano Biraghi,4-3-3,Carlos del Cerro,4.0,13.0,7.0,53.8,0.31,0.57,12.2,0.0,0.0,0.0,1.5,0.12,2.5,2.5,1.0,0.0,1.0,100.0,1.0,0.1,0.1,0.0,0.0,0.0,0.0,4.0,8.0,50.0,43.0,8.0,18.6,26.8,2.0,0.0,22.5,5.0,1.0,20.0,1.0,19.0,579.0,669.0,86.5,10915.0,3191.0,240.0,264.0,90.9,246.0,270.0,91.1,76.0,110.0,69.1,3.0,1.4,0.9,11.0,36.0,7.0,4.0,35.0,631.0,36.0,9.0,2.0,14.0,15.0,20.0,4.0,2.0,0.0,0.0,2.0,4.0,20.0,12.0,3.0,1.0,3.0,1.0,0.0,6.0,14.0,10.0,4.0,8.0,2.0,6.0,13.0,46.2,7.0,6.0,1.0,5.0,9.0,23,9.0,0.0,749.0,55.0,187.0,439.0,127.0,18.0,749.0,15.0,11.0,73.3,2.0,13.3,613.0,3208.0,1499.0,17.0,17.0,2.0,11.0,8.0,577.0,35.0,3.0,0.0,0.0,9.0,7.0,2.0,0.0,0.0,0.0,51.0,12.0,11.0,52.2,2023-02-16
Fiorentina,15:00,Serie A,Matchweek 23,Sun,Home,D,1.0,1.0,0,0,Empoli,2.2,0.8,61.0,29663.0,Lorenzo Venuti,4-3-3,Alessandro Prontera,1.0,27.0,3.0,11.1,0.04,0.33,15.4,1.0,0.0,0.0,2.2,0.08,-1.2,-1.2,3.0,1.0,2.0,66.7,0.0,0.4,-0.6,0.0,0.0,0.0,0.0,1.0,1.0,100.0,24.0,8.0,4.2,29.5,6.0,0.0,25.7,6.0,0.0,0.0,2.0,19.6,408.0,510.0,80.0,8395.0,2940.0,140.0,155.0,90.3,180.0,205.0,87.8,77.0,118.0,65.3,0.0,1.7,2.0,23.0,31.0,19.0,10.0,48.0,434.0,73.0,16.0,0.0,16.0,46.0,36.0,13.0,4.0,5.0,0.0,3.0,11.0,52.0,38.0,10.0,0.0,2.0,2.0,0.0,2.0,12.0,9.0,5.0,4.0,3.0,4.0,12.0,33.3,8.0,11.0,0.0,11.0,3.0,15,6.0,1.0,616.0,44.0,158.0,214.0,247.0,49.0,616.0,15.0,6.0,40.0,9.0,60.0,322.0,2105.0,1011.0,26.0,18.0,4.0,11.0,9.0,404.0,48.0,1.0,0.0,0.0,8.0,14.0,3.0,0.0,0.0,0.0,46.0,26.0,14.0,65.0,2023-02-19
Fiorentina,21:00,Conf Lg,Knockout round play-offs,Thu,Home,W,3.0,2.0,0,0,pt Braga,1.8,0.8,48.0,13603.0,Cristiano Biraghi,4-3-3,Benoît Bastien,3.0,17.0,6.0,35.3,0.18,0.5,16.2,0.0,0.0,0.0,1.8,0.11,1.2,1.2,5.0,2.0,3.0,60.0,0.0,1.1,-0.9,0.0,0.0,0.0,0.0,2.0,13.0,15.4,22.0,3.0,50.0,39.0,3.0,66.7,49.7,11.0,2.0,18.2,0.0,4.7,292.0,390.0,74.9,5755.0,1958.0,113.0,140.0,80.7,119.0,141.0,84.4,53.0,93.0,57.0,3.0,1.8,2.4,16.0,26.0,10.0,7.0,35.0,349.0,39.0,10.0,0.0,10.0,21.0,16.0,7.0,1.0,5.0,0.0,2.0,4.0,31.0,23.0,3.0,3.0,2.0,0.0,0.0,6.0,10.0,5.0,5.0,5.0,0.0,2.0,10.0,20.0,8.0,15.0,3.0,12.0,7.0,17,24.0,0.0,505.0,45.0,179.0,222.0,112.0,23.0,505.0,15.0,9.0,60.0,5.0,33.3,317.0,1590.0,721.0,10.0,8.0,3.0,14.0,6.0,289.0,34.0,4.0,0.0,0.0,15.0,9.0,2.0,0.0,0.0,0.0,51.0,23.0,22.0,51.1,2023-02-23
Fiorentina,18:30,Serie A,Matchweek 24,Mon,Away,W,3.0,0.0,0,0,Hellas Verona,1.4,1.2,53.0,17787.0,Lucas Martínez Quarta,4-2-3-1,Federico La Penna,3.0,16.0,7.0,43.8,0.19,0.43,19.2,1.0,0.0,0.0,1.4,0.09,1.6,1.6,3.0,0.0,3.0,100.0,1.0,0.8,0.8,0.0,0.0,0.0,0.0,17.0,30.0,56.7,31.0,2.0,67.7,42.0,11.0,81.8,51.6,9.0,1.0,11.1,1.0,10.8,340.0,484.0,70.2,6139.0,2950.0,170.0,219.0,77.6,112.0,150.0,74.7,49.0,87.0,56.3,2.0,0.7,0.5,8.0,29.0,4.0,1.0,31.0,428.0,56.0,18.0,1.0,2.0,17.0,24.0,2.0,1.0,1.0,0.0,0.0,14.0,26.0,14.0,2.0,3.0,5.0,1.0,1.0,4.0,14.0,12.0,4.0,8.0,2.0,7.0,21.0,33.3,14.0,15.0,3.0,12.0,6.0,20,14.0,0.0,602.0,53.0,160.0,324.0,130.0,22.0,602.0,20.0,10.0,50.0,7.0,35.0,336.0,1712.0,745.0,12.0,11.0,4.0,18.0,6.0,337.0,30.0,3.0,0.0,0.0,11.0,15.0,0.0,0.0,0.0,0.0,65.0,32.0,24.0,57.1,2023-02-27
